row_id,id,label,label_name,channel,category,subcategory,subject,body,raw_text,model_text,reason,requested_action,length_bucket,typo_level,obfuscation_type,url_type,attachment_flag,language_style,tone,template_group_id,pair_id,source_type,source_note,generation_batch,review_status,char_length,email_format,hard_negative_flag,template_family_id,generation_model,prompt_family,auto_audit_status,split_group_id,split,change_type,change_reason
8756,FINAL_AUG_N15_021,0,normal,email,N15_뉴스레터_프로모션,회원 쿠폰,[회원 혜택] 회원 쿠폰 - 처리 결과,"회원에게 제공되는 쿠폰과 사용 기간을 안내드립니다. 조건은 공식 이벤트 페이지에서 확인해 주세요.
회원 쿠폰 변경 사항은 같은 공식 채널을 통해 다시 안내됩니다.
혜택 조건과 사용 기간은 공식 이벤트 페이지에서 확인할 수 있습니다.
쿠폰 사용 시 비밀번호나 인증번호를 메일로 회신할 필요는 없습니다.
회원 쿠폰 관련 기준은 공식 홈페이지나 내부 시스템에 게시됩니다.
확인해 주셔서 감사합니다.
회원 쿠폰 세부 내용 확인: https://example.invalid/notice?ref=mail&utm_source=notice
참조번호 N15-08756의 처리 내역을 공식 기록에서 확인할 수 있습니다.","제목: [회원 혜택] 회원 쿠폰 - 처리 결과
본문: 회원에게 제공되는 쿠폰과 사용 기간을 안내드립니다. 조건은 공식 이벤트 페이지에서 확인해 주세요.
회원 쿠폰 변경 사항은 같은 공식 채널을 통해 다시 안내됩니다.
혜택 조건과 사용 기간은 공식 이벤트 페이지에서 확인할 수 있습니다.
쿠폰 사용 시 비밀번호나 인증번호를 메일로 회신할 필요는 없습니다.
회원 쿠폰 관련 기준은 공식 홈페이지나 내부 시스템에 게시됩니다.
확인해 주셔서 감사합니다.
회원 쿠폰 세부 내용 확인: https://example.invalid/notice?ref=mail&utm_source=notice
참조번호 N15-08756의 처리 내역을 공식 기록에서 확인할 수 있습니다.","제목: [회원 혜택] 회원 쿠폰 - 처리 결과
본문: 회원에게 제공되는 쿠폰과 사용 기간을 안내드립니다. 조건은 공식 이벤트 페이지에서 확인해 주세요.
회원 쿠폰 변경 사항은 같은 공식 채널을 통해 다시 안내됩니다.
혜택 조건과 사용 기간은 공식 이벤트 페이지에서 확인할 수 있습니다.
쿠폰 사용 시 비밀번호나 인증번호를 메일로 회신할 필요는 없습니다.
회원 쿠폰 관련 기준은 공식 홈페이지나 내부 시스템에 게시됩니다.
확인해 주셔서 감사합니다.
회원 쿠폰 세부 내용 확인: [URL]
참조번호 N15-08756의 처리 내역을 공식 기록에서 확인할 수 있습니다.",정상적인 공식 절차 또는 동의된 커뮤니케이션이며 이메일 회신으로 민감정보를 요구하지 않음,click_link,201-500,none,none,tracking,False,korean,promotional,TFAM_08232_G01,,ai_generated,Final v1 enhancement rewrite/augmentation; ChatGPT 2026-07-18,FINAL_REBUILD_N15_01,pending,314,subject_body,True,TFAM_08232,ChatGPT,FINAL_N15_회원 쿠폰_V1,auto_pass,SGRP_07705,train,corrected,대분류 300개·세부 상황 75개 및 길이·문체·난독화 부족 구간 보강; final_quality_scenario_rewrite; surface_artifact_cleanup; high_frequency_boilerplate_diversified
8757,FINAL_AUG_N15_022,0,normal,email,N15_뉴스레터_프로모션,회원 쿠폰,,공식 https://ex.invalid/a1 행사초대!,공식 https://ex.invalid/a1 행사초대!,공식 [URL] 행사초대!,정상적인 공식 절차 또는 동의된 커뮤니케이션이며 이메일 회신으로 민감정보를 요구하지 않음,click_link,10-30,light,keyboard_typo,shortened,False,korean,promotional,TFAM_08233_G01,,ai_generated,Final v1 enhancement rewrite/augmentation; ChatGPT 2026-07-18,FINAL_REBUILD_N15_01,pending,14,body_only,False,TFAM_08233,ChatGPT,FINAL_N15_회원 쿠폰_V1,auto_pass,SGRP_07706,train,augmentation,대분류 300개·세부 상황 75개 및 길이·문체·난독화 부족 구간 보강; exact_duplicate_unique_reference; final_quality_compact_rewrite
8758,FINAL_AUG_N15_023,0,normal,email,N15_뉴스레터_프로모션,회원 쿠폰,[회원 혜택] 회원 쿠폰 - 안내,"회원에게 제공되는 쿠폰과 사용 기간을 안내드립니다. 조건은 공식 이벤트 페이지에서 확 인해 주세요.
회원 쿠폰 변경 사항은 같은 공식 채널을 통해 다시 안내됩니다.
이 메일은 수신에 동의한 회원에게 발송된 정기 안내입니다.
회원 쿠폰 관련 관련 문서는 발신자와 파일명을 확인한 뒤 열어 주세요.
회원 쿠폰 문의는 메일에 표시된 공식 담당 부서로 전달해 주세요.
참조번호 N15-08758의 처리 내역을 공식 기록에서 확인할 수 있습니다.","제목: [회원 혜택] 회원 쿠폰 - 안내
본문: 회원에게 제공되는 쿠폰과 사용 기간을 안내드립니다. 조건은 공식 이벤트 페이지에서 확 인해 주세요.
회원 쿠폰 변경 사항은 같은 공식 채널을 통해 다시 안내됩니다.
이 메일은 수신에 동의한 회원에게 발송된 정기 안내입니다.
회원 쿠폰 관련 관련 문서는 발신자와 파일명을 확인한 뒤 열어 주세요.
회원 쿠폰 문의는 메일에 표시된 공식 담당 부서로 전달해 주세요.
참조번호 N15-08758의 처리 내역을 공식 기록에서 확인할 수 있습니다.","제목: [회원 혜택] 회원 쿠폰 - 안내
본문: 회원에게 제공되는 쿠폰과 사용 기간을 안내드립니다. 조건은 공식 이벤트 페이지에서 확 인해 주세요.
회원 쿠폰 변경 사항은 같은 공식 채널을 통해 다시 안내됩니다.
이 메일은 수신에 동의한 회원에게 발송된 정기 안내입니다.
회원 쿠폰 관련 관련 문서는 발신자와 파일명을 확인한 뒤 열어 주세요.
회원 쿠폰 문의는 메일에 표시된 공식 담당 부서로 전달해 주세요.
참조번호 N15-08758의 처리 내역을 공식 기록에서 확인할 수 있습니다.",정상적인 공식 절차 또는 동의된 커뮤니케이션이며 이메일 회신으로 민감정보를 요구하지 않음,information,201-500,strong,spacing,none,False,korean,promotional,TFAM_08234_G01,,ai_generated,Final v1 enhancement rewrite/augmentation; ChatGPT 2026-07-18,FINAL_REBUILD_N15_01,pending,271,subject_body,False,TFAM_08234,ChatGPT,FINAL_N15_회원 쿠폰_V1,auto_pass,SGRP_07707,valid,corrected,대분류 300개·세부 상황 75개 및 길이·문체·난독화 부족 구간 보강; final_quality_scenario_rewrite; surface_artifact_cleanup; high_frequency_boilerplate_diversified; attachment_token_removed_to_match_metadata
8759,FINAL_AUG_N15_024,0,normal,email,N15_뉴스레터_프로모션,회원 쿠폰,,행사초대 관련 발행!!,행사초대 관련 발행!!,행사초대 관련 발행!!,정상적인 공식 절차 또는 동의된 커뮤니케이션이며 이메일 회신으로 민감정보를 요구하지 않음,none,10-30,light,character_repetition,none,False,korean,promotional,TFAM_08235_G01,,ai_generated,Final v1 enhancement rewrite/augmentation; ChatGPT 2026-07-18,FINAL_REBUILD_N15_01,pending,12,body_only,False,TFAM_08235,ChatGPT,FINAL_N15_회원 쿠폰_V1,auto_pass,SGRP_07708,train,augmentation,대분류 300개·세부 상황 75개 및 길이·문체·난독화 부족 구간 보강; final_quality_compact_rewrite
8760,FINAL_AUG_N15_025,0,normal,email,N15_뉴스레터_프로모션,행사 초대,[회원 혜택] 행사 초대 - 완료 알림,"회원 대상 행사 일정과 참여 방법을 안내드립니다. 참석 여부는 공식 신청 화면에서 선택할 수 있습니다.!
별도로 처리할 사항은 없습니다.
이 메일은 수신에 동의한 회원에게 발송된 정기 안내입니다.
수신 설정과 구독 해지는 계정의 알림 설정에서 언제든 변경할 수 있습니다.
행사 초대 변경 사항은 같은 공식 채널을 통해 다시 안내됩니다.
행사 초대 추가 문의 시 접수번호를 함께 알려 주세요.
행사 초대 공식 확인 페이지: https://ex.invalid/a1
참조번호 N15-08760의 처리 내역을 공식 기록에서 확인할 수 있습니다.","제목: [회원 혜택] 행사 초대 - 완료 알림
본문: 회원 대상 행사 일정과 참여 방법을 안내드립니다. 참석 여부는 공식 신청 화면에서 선택할 수 있습니다.!
별도로 처리할 사항은 없습니다.
이 메일은 수신에 동의한 회원에게 발송된 정기 안내입니다.
수신 설정과 구독 해지는 계정의 알림 설정에서 언제든 변경할 수 있습니다.
행사 초대 변경 사항은 같은 공식 채널을 통해 다시 안내됩니다.
행사 초대 추가 문의 시 접수번호를 함께 알려 주세요.
행사 초대 공식 확인 페이지: https://ex.invalid/a1
참조번호 N15-08760의 처리 내역을 공식 기록에서 확인할 수 있습니다.","제목: [회원 혜택] 행사 초대 - 완료 알림
본문: 회원 대상 행사 일정과 참여 방법을 안내드립니다. 참석 여부는 공식 신청 화면에서 선택할 수 있습니다.!
별도로 처리할 사항은 없습니다.
이 메일은 수신에 동의한 회원에게 발송된 정기 안내입니다.
수신 설정과 구독 해지는 계정의 알림 설정에서 언제든 변경할 수 있습니다.
행사 초대 변경 사항은 같은 공식 채널을 통해 다시 안내됩니다.
행사 초대 추가 문의 시 접수번호를 함께 알려 주세요.
행사 초대 공식 확인 페이지: [URL]
참조번호 N15-08760의 처리 내역을 공식 기록에서 확인할 수 있습니다.",정상적인 공식 절차 또는 동의된 커뮤니케이션이며 이메일 회신으로 민감정보를 요구하지 않음,none,201-500,light,keyboard_typo,shortened,False,korean,promotional,TFAM_08236_G01,,ai_generated,Final v1 enhancement rewrite/augmentation; ChatGPT 2026-07-18,FINAL_REBUILD_N15_01,pending,314,subject_body,True,TFAM_08236,ChatGPT,FINAL_N15_행사 초대_V1,auto_pass,SGRP_07709,train,corrected,대분류 300개·세부 상황 75개 및 길이·문체·난독화 부족 구간 보강; final_quality_scenario_rewrite; surface_artifact_cleanup; high_frequency_boilerplate_diversified
8761,FINAL_AUG_N15_026,0,normal,email,N15_뉴스레터_프로모션,행사 초대,[회원 혜택] 행사 초대 - 확인 요청,"회원 대상 행사 일정과 참여 방법을 안내드립니다. 참석 여부는 공식 신청 화면에서 선택할 수 있습니다.
행사 초대 변경 사항은 같은 공식 채널을 통해 다시 안내됩니다.
이 메일은 수신에 동의한 회원에게 발송된 정기 안내입니다.
쿠폰 사용 시 비밀번호나 인증번호를 메일로 회신할 필요는 없습니다.
관련 문서를 열기 전 행사 초대 담당 부서와 파일명을 확인해 주세요.
행사 초대 문의 시 접수번호를 함께 알려 주시면 기록을 빠르게 찾을 수 있습니다.
행사 초대 공식 확인 페이지: https://example.invalid/official
참조번호 N15-08761의 처리 내역을 공식 기록에서 확인할 수 있습니다.","제목: [회원 혜택] 행사 초대 - 확인 요청
본문: 회원 대상 행사 일정과 참여 방법을 안내드립니다. 참석 여부는 공식 신청 화면에서 선택할 수 있습니다.
행사 초대 변경 사항은 같은 공식 채널을 통해 다시 안내됩니다.
이 메일은 수신에 동의한 회원에게 발송된 정기 안내입니다.
쿠폰 사용 시 비밀번호나 인증번호를 메일로 회신할 필요는 없습니다.
관련 문서를 열기 전 행사 초대 담당 부서와 파일명을 확인해 주세요.
행사 초대 문의 시 접수번호를 함께 알려 주시면 기록을 빠르게 찾을 수 있습니다.
행사 초대 공식 확인 페이지: https://example.invalid/official
참조번호 N15-08761의 처리 내역을 공식 기록에서 확인할 수 있습니다.","제목: [회원 혜택] 행사 초대 - 확인 요청
본문: 회원 대상 행사 일정과 참여 방법을 안내드립니다. 참석 여부는 공식 신청 화면에서 선택할 수 있습니다.
행사 초대 변경 사항은 같은 공식 채널을 통해 다시 안내됩니다.
이 메일은 수신에 동의한 회원에게 발송된 정기 안내입니다.
쿠폰 사용 시 비밀번호나 인증번호를 메일로 회신할 필요는 없습니다.
관련 문서를 열기 전 행사 초대 담당 부서와 파일명을 확인해 주세요.
행사 초대 문의 시 접수번호를 함께 알려 주시면 기록을 빠르게 찾을 수 있습니다.
행사 초대 공식 확인 페이지: [URL]
참조번호 N15-08761의 처리 내역을 공식 기록에서 확인할 수 있습니다.",정상적인 공식 절차 또는 동의된 커뮤니케이션이며 이메일 회신으로 민감정보를 요구하지 않음,information,201-500,none,none,normal,False,casual_mixed,promotional,TFAM_08237_G01,,ai_generated,Final v1 enhancement rewrite/augmentation; ChatGPT 2026-07-18,FINAL_REBUILD_N15_01,pending,345,subject_body,True,TFAM_08237,ChatGPT,FINAL_N15_행사 초대_V1,auto_pass,SGRP_07710,train,corrected,대분류 300개·세부 상황 75개 및 길이·문체·난독화 부족 구간 보강; final_quality_scenario_rewrite; surface_artifact_cleanup; high_frequency_boilerplate_diversified; attachment_token_removed_to_match_metadata
8762,FINAL_AUG_N15_027,0,normal,email,N15_뉴스레터_프로모션,행사 초대,[회원 혜택] [DATE] 행사 초대 완료 알림,"회원 대상 행사 일정과 참여 방법을 안내드립니다. 참석 여부는 공식 신청 화면에서 선택할 수 있습니다.
별도로 처리할 사항은 없습니다.
혜택 조건과 사용 기간은 공식 이벤트 페이지에서 확인할 수 있습니다.
수신 설정과 구독 해지는 계정의 알림 설정에서 언제든 변경할 수 있습니다.
행사 초대 문의는 메일에 표시된 공식 담당 부서로 전달해 주세요.
행사 초대 변경 요청은 원래 메일 스레드나 공식 담당 채널로 보내 주세요.
참조번호 N15-08762의 처리 내역을 공식 기록에서 확인할 수 있습니다.","제목: [회원 혜택] [DATE] 행사 초대 완료 알림
본문: 회원 대상 행사 일정과 참여 방법을 안내드립니다. 참석 여부는 공식 신청 화면에서 선택할 수 있습니다.
별도로 처리할 사항은 없습니다.
혜택 조건과 사용 기간은 공식 이벤트 페이지에서 확인할 수 있습니다.
수신 설정과 구독 해지는 계정의 알림 설정에서 언제든 변경할 수 있습니다.
행사 초대 문의는 메일에 표시된 공식 담당 부서로 전달해 주세요.
행사 초대 변경 요청은 원래 메일 스레드나 공식 담당 채널로 보내 주세요.
참조번호 N15-08762의 처리 내역을 공식 기록에서 확인할 수 있습니다.","제목: [회원 혜택] [DATE] 행사 초대 완료 알림
본문: 회원 대상 행사 일정과 참여 방법을 안내드립니다. 참석 여부는 공식 신청 화면에서 선택할 수 있습니다.
별도로 처리할 사항은 없습니다.
혜택 조건과 사용 기간은 공식 이벤트 페이지에서 확인할 수 있습니다.
수신 설정과 구독 해지는 계정의 알림 설정에서 언제든 변경할 수 있습니다.
행사 초대 문의는 메일에 표시된 공식 담당 부서로 전달해 주세요.
행사 초대 변경 요청은 원래 메일 스레드나 공식 담당 채널로 보내 주세요.
참조번호 N15-08762의 처리 내역을 공식 기록에서 확인할 수 있습니다.",정상적인 공식 절차 또는 동의된 커뮤니케이션이며 이메일 회신으로 민감정보를 요구하지 않음,none,201-500,none,none,none,False,korean,promotional,TFAM_08238_G01,,ai_generated,Final v1 enhancement rewrite/augmentation; ChatGPT 2026-07-18,FINAL_REBUILD_N15_01,pending,313,subject_body,False,TFAM_08238,ChatGPT,FINAL_N15_행사 초대_V1,auto_pass,SGRP_07711,train,corrected,대분류 300개·세부 상황 75개 및 길이·문체·난독화 부족 구간 보강; final_quality_scenario_rewrite; surface_artifact_cleanup; high_frequency_boilerplate_diversified
8763,FINAL_AUG_N15_028,0,normal,email,N15_뉴스레터_프로모션,행사 초대,[회원 혜택] 행사 초대 관련 안내,"회원 대상 행사 일정과 참여 방법을 안내드립니다. 참석 여부는 공식 신청 화면에서 선택할 수 있습니다.!!
행사 초대 변경 사항은 같은 공식 채널을 통해 다시 안내됩니다.
수신 설정과 구독 해지는 계정의 알림 설정에서 언제든 변경할 수 있습니다.
행사 초대 답변이 필요하면 등록된 담당자 주소로 회신해 주세요.
확인해 주셔서 감사합니다.
행사 초대 공식 확인 페이지: https://ex.invalid/a1
참조번호 N15-08763의 처리 내역을 공식 기록에서 확인할 수 있습니다.","제목: [회원 혜택] 행사 초대 관련 안내
본문: 회원 대상 행사 일정과 참여 방법을 안내드립니다. 참석 여부는 공식 신청 화면에서 선택할 수 있습니다.!!
행사 초대 변경 사항은 같은 공식 채널을 통해 다시 안내됩니다.
수신 설정과 구독 해지는 계정의 알림 설정에서 언제든 변경할 수 있습니다.
행사 초대 답변이 필요하면 등록된 담당자 주소로 회신해 주세요.
확인해 주셔서 감사합니다.
행사 초대 공식 확인 페이지: https://ex.invalid/a1
참조번호 N15-08763의 처리 내역을 공식 기록에서 확인할 수 있습니다.","제목: [회원 혜택] 행사 초대 관련 안내
본문: 회원 대상 행사 일정과 참여 방법을 안내드립니다. 참석 여부는 공식 신청 화면에서 선택할 수 있습니다.!!
행사 초대 변경 사항은 같은 공식 채널을 통해 다시 안내됩니다.
수신 설정과 구독 해지는 계정의 알림 설정에서 언제든 변경할 수 있습니다.
행사 초대 답변이 필요하면 등록된 담당자 주소로 회신해 주세요.
확인해 주셔서 감사합니다.
행사 초대 공식 확인 페이지: [URL]
참조번호 N15-08763의 처리 내역을 공식 기록에서 확인할 수 있습니다.",정상적인 공식 절차 또는 동의된 커뮤니케이션이며 이메일 회신으로 민감정보를 요구하지 않음,click_link,201-500,strong,special_character,shortened,False,korean,promotional,TFAM_08239_G01,,ai_generated,Final v1 enhancement rewrite/augmentation; ChatGPT 2026-07-18,FINAL_REBUILD_N15_01,pending,282,subject_body,True,TFAM_08239,ChatGPT,FINAL_N15_행사 초대_V1,auto_pass,SGRP_07712,train,corrected,대분류 300개·세부 상황 75개 및 길이·문체·난독화 부족 구간 보강; final_quality_scenario_rewrite; surface_artifact_cleanup; high_frequency_boilerplate_diversified
8764,FINAL_AUG_N15_029,0,normal,email,N15_뉴스레터_프로모션,행사 초대,[회원 혜택] 행사 초대 세부 완료 알림,"회원 대상 행사 일정과 참여 방법을 안내드립니다. 참석 여부는 공식 신청 화면에서 선택할 수 있습니다.
별도로 처리할 사항은 없습니다.
혜택 조건과 사용 기간은 공식 이벤트 페이지에서 확인할 수 있습니다.
수신 설정과 구독 해지는 계정의 알림 설정에서 언제든 변경할 수 있습니다.
관련 문서를 열기 전 행사 초대 담당 부서와 파일명을 확인해 주세요.
행사 초대 변경 요청은 원래 메일 스레드나 공식 담당 채널로 보내 주세요.
행사 초대 공식 확인 페이지: https://example.invalid/notice?ref=mail&utm_source=notice
참조번호 N15-08764의 처리 내역을 공식 기록에서 확인할 수 있습니다.","제목: [회원 혜택] 행사 초대 세부 완료 알림
본문: 회원 대상 행사 일정과 참여 방법을 안내드립니다. 참석 여부는 공식 신청 화면에서 선택할 수 있습니다.
별도로 처리할 사항은 없습니다.
혜택 조건과 사용 기간은 공식 이벤트 페이지에서 확인할 수 있습니다.
수신 설정과 구독 해지는 계정의 알림 설정에서 언제든 변경할 수 있습니다.
관련 문서를 열기 전 행사 초대 담당 부서와 파일명을 확인해 주세요.
행사 초대 변경 요청은 원래 메일 스레드나 공식 담당 채널로 보내 주세요.
행사 초대 공식 확인 페이지: https://example.invalid/notice?ref=mail&utm_source=notice
참조번호 N15-08764의 처리 내역을 공식 기록에서 확인할 수 있습니다.","제목: [회원 혜택] 행사 초대 세부 완료 알림
본문: 회원 대상 행사 일정과 참여 방법을 안내드립니다. 참석 여부는 공식 신청 화면에서 선택할 수 있습니다.
별도로 처리할 사항은 없습니다.
혜택 조건과 사용 기간은 공식 이벤트 페이지에서 확인할 수 있습니다.
수신 설정과 구독 해지는 계정의 알림 설정에서 언제든 변경할 수 있습니다.
관련 문서를 열기 전 행사 초대 담당 부서와 파일명을 확인해 주세요.
행사 초대 변경 요청은 원래 메일 스레드나 공식 담당 채널로 보내 주세요.
행사 초대 공식 확인 페이지: [URL]
참조번호 N15-08764의 처리 내역을 공식 기록에서 확인할 수 있습니다.",정상적인 공식 절차 또는 동의된 커뮤니케이션이며 이메일 회신으로 민감정보를 요구하지 않음,none,201-500,none,none,tracking,False,casual_mixed,promotional,TFAM_08240_G01,,ai_generated,Final v1 enhancement rewrite/augmentation; ChatGPT 2026-07-18,FINAL_REBUILD_N15_01,pending,334,subject_body,True,TFAM_08240,ChatGPT,FINAL_N15_행사 초대_V1,auto_pass,SGRP_07713,train,corrected,대분류 300개·세부 상황 75개 및 길이·문체·난독화 부족 구간 보강; final_quality_scenario_rewrite; surface_artifact_cleanup; high_frequency_boilerplate_diversified; attachment_token_removed_to_match_metadata
8765,FINAL_AUG_N15_030,0,normal,email,N15_뉴스레터_프로모션,행사 초대,,"회원 대상 행사 일정과 참여 방법을 안내드립니다. 참석 여부는 공식 신청 화면에서 선택할 수 있습니다.
별도로 처리할 사항은 없습니다.
혜택 조건과 사용 기간은 공식 이벤트 페이지에서 확인할 수 있습니다.
행사 초대 담당 연락처는 공식 홈페이지에서 다시 확인할 수 있습니다.
행사 초대 관련 질문은 등록된 고객센터에서 확인해 드립니다.
참조번호 N15-08765의 처리 내역을 공식 기록에서 확인할 수 있습니다.","회원 대상 행사 일정과 참여 방법을 안내드립니다. 참석 여부는 공식 신청 화면에서 선택할 수 있습니다.
별도로 처리할 사항은 없습니다.
혜택 조건과 사용 기간은 공식 이벤트 페이지에서 확인할 수 있습니다.
행사 초대 담당 연락처는 공식 홈페이지에서 다시 확인할 수 있습니다.
행사 초대 관련 질문은 등록된 고객센터에서 확인해 드립니다.
참조번호 N15-08765의 처리 내역을 공식 기록에서 확인할 수 있습니다.","회원 대상 행사 일정과 참여 방법을 안내드립니다. 참석 여부는 공식 신청 화면에서 선택할 수 있습니다.
별도로 처리할 사항은 없습니다.
혜택 조건과 사용 기간은 공식 이벤트 페이지에서 확인할 수 있습니다.
행사 초대 담당 연락처는 공식 홈페이지에서 다시 확인할 수 있습니다.
행사 초대 관련 질문은 등록된 고객센터에서 확인해 드립니다.
참조번호 N15-08765의 처리 내역을 공식 기록에서 확인할 수 있습니다.",정상적인 공식 절차 또는 동의된 커뮤니케이션이며 이메일 회신으로 민감정보를 요구하지 않음,none,201-500,none,none,none,False,casual_mixed,promotional,TFAM_08241_G01,,ai_generated,Final v1 enhancement rewrite/augmentation; ChatGPT 2026-07-18,FINAL_REBUILD_N15_01,pending,230,body_only,False,TFAM_08241,ChatGPT,FINAL_N15_행사 초대_V1,auto_pass,SGRP_07714,train,corrected,대분류 300개·세부 상황 75개 및 길이·문체·난독화 부족 구간 보강; final_quality_scenario_rewrite; surface_artifact_cleanup; high_frequency_boilerplate_diversified
8766,FINAL_AUG_N15_031,0,normal,email,N15_뉴스레터_프로모션,행사 초대,RE: [회원 혜택] RE: 프로모션 완료 알림!!,"> 아래 내용은 기존 문의에 대한 답변입니다.
이 안내는 수신에 동의한 회원에게 발송되며 설정에서 언제든 구독을 해지할 수 있습니다.
행사 초대 관련 기준은 공식 홈페이지나 내부 시스템에 게시됩니다.
이 메일은 수신에 동의한 회원에게 발송된 정기 안내입니다.
행사 초대 변경 사항은 같은 공식 채널을 통해 다시 안내됩니다.
확인해 주셔서 감사합니다.
행사 초대 세부 내용 확인: https://ex.invalid/a1
참조번호 N15-08766의 처리 내역을 공식 기록에서 확인할 수 있습니다.","제목: RE: [회원 혜택] RE: 프로모션 완료 알림!!
본문: > 아래 내용은 기존 문의에 대한 답변입니다.
이 안내는 수신에 동의한 회원에게 발송되며 설정에서 언제든 구독을 해지할 수 있습니다.
행사 초대 관련 기준은 공식 홈페이지나 내부 시스템에 게시됩니다.
이 메일은 수신에 동의한 회원에게 발송된 정기 안내입니다.
행사 초대 변경 사항은 같은 공식 채널을 통해 다시 안내됩니다.
확인해 주셔서 감사합니다.
행사 초대 세부 내용 확인: https://ex.invalid/a1
참조번호 N15-08766의 처리 내역을 공식 기록에서 확인할 수 있습니다.","제목: RE: [회원 혜택] RE: 프로모션 완료 알림!!
본문: > 아래 내용은 기존 문의에 대한 답변입니다.
이 안내는 수신에 동의한 회원에게 발송되며 설정에서 언제든 구독을 해지할 수 있습니다.
행사 초대 관련 기준은 공식 홈페이지나 내부 시스템에 게시됩니다.
이 메일은 수신에 동의한 회원에게 발송된 정기 안내입니다.
행사 초대 변경 사항은 같은 공식 채널을 통해 다시 안내됩니다.
확인해 주셔서 감사합니다.
행사 초대 세부 내용 확인: [URL]
참조번호 N15-08766의 처리 내역을 공식 기록에서 확인할 수 있습니다.",정상적인 공식 절차 또는 동의된 커뮤니케이션이며 이메일 회신으로 민감정보를 요구하지 않음,click_link,201-500,strong,special_character,shortened,False,casual_mixed,promotional,TFAM_08242_G01,PAIR_FINAL_ADVERTISING_032,ai_generated,Final v1 enhancement rewrite/augmentation; ChatGPT 2026-07-18,FINAL_REBUILD_N15_01,pending,297,reply_forward,True,TFAM_08242,ChatGPT,FINAL_N15_행사 초대_V1,auto_pass,SGRP_01187,train,corrected,대분류 300개·세부 상황 75개 및 길이·문체·난독화 부족 구간 보강; final_quality_scenario_rewrite; final_semantic_pair_rebuild; final_semantic_pair_rebuild; surface_artifact_cleanup; high_frequency_boilerplate_diversified; secondary_boilerplate_diversified
8767,FINAL_AUG_N15_032,0,normal,email,N15_뉴스레터_프로모션,행사 초대,[회원 혜택] 이벤트 혜택 세부 관련 공지,"이 안내는 수신에 동의한 회원에게 발송되며 설정에서 언제든 구독을 해지할 수 있습니다.
행사 초대 처리 결과는 공식 서비스의 이용 내역에서 확인할 수 있습니다.
수신 설정과 구독 해지는 계정의 알림 설정에서 언제든 변경할 수 있습니다.
쿠폰 사용 시 비밀번호나 인증번호를 메일로 회신할 필요는 없습니다.
행사 초대 접수 결과는 계정의 처리 이력에 저장됩니다.
행사 초대 관련 질문은 등록된 고객센터에서 확인해 드립니다.
등록된 행사 초대 안내 주소는 https://example.invalid/official입니다.
참조번호 N15-08767의 처리 내역을 공식 기록에서 확인할 수 있습니다.","제목: [회원 혜택] 이벤트 혜택 세부 관련 공지
본문: 이 안내는 수신에 동의한 회원에게 발송되며 설정에서 언제든 구독을 해지할 수 있습니다.
행사 초대 처리 결과는 공식 서비스의 이용 내역에서 확인할 수 있습니다.
수신 설정과 구독 해지는 계정의 알림 설정에서 언제든 변경할 수 있습니다.
쿠폰 사용 시 비밀번호나 인증번호를 메일로 회신할 필요는 없습니다.
행사 초대 접수 결과는 계정의 처리 이력에 저장됩니다.
행사 초대 관련 질문은 등록된 고객센터에서 확인해 드립니다.
등록된 행사 초대 안내 주소는 https://example.invalid/official입니다.
참조번호 N15-08767의 처리 내역을 공식 기록에서 확인할 수 있습니다.","제목: [회원 혜택] 이벤트 혜택 세부 관련 공지
본문: 이 안내는 수신에 동의한 회원에게 발송되며 설정에서 언제든 구독을 해지할 수 있습니다.
행사 초대 처리 결과는 공식 서비스의 이용 내역에서 확인할 수 있습니다.
수신 설정과 구독 해지는 계정의 알림 설정에서 언제든 변경할 수 있습니다.
쿠폰 사용 시 비밀번호나 인증번호를 메일로 회신할 필요는 없습니다.
행사 초대 접수 결과는 계정의 처리 이력에 저장됩니다.
행사 초대 관련 질문은 등록된 고객센터에서 확인해 드립니다.
등록된 행사 초대 안내 주소는 [URL]
참조번호 N15-08767의 처리 내역을 공식 기록에서 확인할 수 있습니다.",정상적인 공식 절차 또는 동의된 커뮤니케이션이며 이메일 회신으로 민감정보를 요구하지 않음,information,201-500,none,none,normal,False,korean,promotional,TFAM_08243_G01,PAIR_FINAL_ADVERTISING_037,ai_generated,Final v1 enhancement rewrite/augmentation; ChatGPT 2026-07-18,FINAL_REBUILD_N15_01,pending,332,subject_body,True,TFAM_08243,ChatGPT,FINAL_N15_행사 초대_V1,auto_pass,SGRP_01188,train,corrected,대분류 300개·세부 상황 75개 및 길이·문체·난독화 부족 구간 보강; final_quality_scenario_rewrite; final_semantic_pair_rebuild; final_semantic_pair_rebuild; surface_artifact_cleanup; high_frequency_boilerplate_diversified
